Issue URL,State,created_at,closed_at,Tags,time_diff,Repo,Year,current_date
https://api.github.com/repos/spdx/spdx-spec/issues/875,open,2024-01-31T07:20:49Z,,[],-1,spdx/spdx-spec,2024,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/873,open,2024-01-09T20:51:30Z,,[],-1,spdx/spdx-spec,2024,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/872,open,2023-12-13T04:51:29Z,,[],-1,spdx/spdx-spec,2023,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/871,open,2023-11-15T04:27:46Z,,[],-1,spdx/spdx-spec,2023,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/870,closed,2023-11-13T15:57:46Z,2023-11-27T22:01:47Z,['question'],1231441,spdx/spdx-spec,2023,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/869,open,2023-11-06T11:33:28Z,,[],-1,spdx/spdx-spec,2023,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/868,closed,2023-11-02T08:30:52Z,2023-11-02T09:03:12Z,[],1940,spdx/spdx-spec,2023,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/867,open,2023-11-01T17:34:35Z,,['bug'],-1,spdx/spdx-spec,2023,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/866,open,2023-10-19T12:29:05Z,,[],-1,spdx/spdx-spec,2023,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/864,closed,2023-10-17T08:56:58Z,2023-11-01T17:31:21Z,[],1326863,spdx/spdx-spec,2023,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/863,open,2023-10-14T23:21:52Z,,[],-1,spdx/spdx-spec,2023,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/862,open,2023-09-13T19:54:12Z,,[],-1,spdx/spdx-spec,2023,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/860,open,2023-08-16T08:15:37Z,,[],-1,spdx/spdx-spec,2023,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/859,closed,2023-07-29T19:29:32Z,2023-07-31T15:37:36Z,[],158884,spdx/spdx-spec,2023,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/858,open,2023-07-29T11:41:51Z,,[],-1,spdx/spdx-spec,2023,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/856,open,2023-07-11T16:53:03Z,,[],-1,spdx/spdx-spec,2023,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/855,open,2023-06-30T06:42:59Z,,[],-1,spdx/spdx-spec,2023,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/854,closed,2023-06-16T09:19:49Z,2023-06-16T20:19:04Z,[],39555,spdx/spdx-spec,2023,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/853,open,2023-05-31T11:26:56Z,,[],-1,spdx/spdx-spec,2023,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/852,open,2023-05-24T15:48:41Z,,[],-1,spdx/spdx-spec,2023,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/851,closed,2023-05-05T16:12:00Z,2023-05-06T20:47:47Z,[],102947,spdx/spdx-spec,2023,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/850,open,2023-05-04T19:22:43Z,,[],-1,spdx/spdx-spec,2023,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/849,closed,2023-04-18T16:22:15Z,2023-04-18T17:20:33Z,[],3498,spdx/spdx-spec,2023,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/848,open,2023-04-15T03:22:15Z,,[],-1,spdx/spdx-spec,2023,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/847,closed,2023-04-11T12:47:40Z,2023-04-12T12:28:36Z,[],85256,spdx/spdx-spec,2023,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/846,closed,2023-04-06T08:52:13Z,2023-04-10T03:09:20Z,[],325027,spdx/spdx-spec,2023,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/845,closed,2023-03-30T05:51:28Z,2023-03-31T05:18:26Z,[],84418,spdx/spdx-spec,2023,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/844,open,2023-03-29T13:17:34Z,,[],-1,spdx/spdx-spec,2023,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/843,closed,2023-03-26T07:37:19Z,2023-03-27T11:43:36Z,[],101177,spdx/spdx-spec,2023,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/842,open,2023-03-14T01:13:48Z,,[],-1,spdx/spdx-spec,2023,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/840,open,2023-03-01T09:42:42Z,,[],-1,spdx/spdx-spec,2023,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/835,open,2023-01-30T13:48:42Z,,[],-1,spdx/spdx-spec,2023,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/830,closed,2023-01-16T17:49:40Z,2023-01-16T20:19:59Z,[],9019,spdx/spdx-spec,2023,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/827,open,2022-12-28T11:24:38Z,,[],-1,spdx/spdx-spec,2022,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/826,open,2022-12-19T17:10:30Z,,[],-1,spdx/spdx-spec,2022,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/824,open,2022-12-06T12:45:36Z,,[],-1,spdx/spdx-spec,2022,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/823,open,2022-12-05T15:15:52Z,,[],-1,spdx/spdx-spec,2022,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/818,open,2022-11-30T01:36:09Z,,[],-1,spdx/spdx-spec,2022,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/817,open,2022-11-29T10:42:35Z,,[],-1,spdx/spdx-spec,2022,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/816,open,2022-11-29T09:57:53Z,,[],-1,spdx/spdx-spec,2022,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/815,open,2022-11-25T09:26:01Z,,[],-1,spdx/spdx-spec,2022,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/814,open,2022-11-17T12:51:43Z,,[],-1,spdx/spdx-spec,2022,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/813,open,2022-11-16T19:14:11Z,,[],-1,spdx/spdx-spec,2022,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/812,open,2022-11-16T08:26:46Z,,[],-1,spdx/spdx-spec,2022,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/811,closed,2022-11-15T12:22:36Z,2023-02-08T09:38:52Z,[],7334176,spdx/spdx-spec,2022,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/810,open,2022-11-14T15:44:41Z,,[],-1,spdx/spdx-spec,2022,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/809,open,2022-11-13T20:22:34Z,,[],-1,spdx/spdx-spec,2022,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/808,open,2022-11-13T20:18:56Z,,[],-1,spdx/spdx-spec,2022,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/805,closed,2022-11-07T21:35:49Z,2022-11-08T17:53:30Z,[],73061,spdx/spdx-spec,2022,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/804,open,2022-10-31T09:48:34Z,,[],-1,spdx/spdx-spec,2022,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/803,open,2022-10-28T19:30:39Z,,[],-1,spdx/spdx-spec,2022,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/802,open,2022-10-28T14:54:04Z,,[],-1,spdx/spdx-spec,2022,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/801,open,2022-10-28T09:43:55Z,,[],-1,spdx/spdx-spec,2022,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/799,closed,2022-10-13T11:24:11Z,2022-10-18T19:01:57Z,[],459466,spdx/spdx-spec,2022,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/798,open,2022-10-08T19:35:30Z,,[],-1,spdx/spdx-spec,2022,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/795,closed,2022-10-06T21:45:49Z,2022-11-18T00:29:47Z,[],3638638,spdx/spdx-spec,2022,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/794,closed,2022-10-06T19:58:07Z,2022-10-07T02:37:37Z,[],23970,spdx/spdx-spec,2022,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/792,closed,2022-10-02T14:13:20Z,2022-10-05T03:37:24Z,[],221044,spdx/spdx-spec,2022,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/788,open,2022-09-08T11:09:13Z,,[],-1,spdx/spdx-spec,2022,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/786,open,2022-08-19T15:27:58Z,,[],-1,spdx/spdx-spec,2022,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/785,open,2022-08-15T16:11:41Z,,[],-1,spdx/spdx-spec,2022,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/781,closed,2022-08-12T23:36:14Z,2022-08-13T16:59:14Z,[],62580,spdx/spdx-spec,2022,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/774,open,2022-08-08T18:36:24Z,,[],-1,spdx/spdx-spec,2022,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/760,closed,2022-07-22T12:11:59Z,2022-07-27T17:45:30Z,[],452011,spdx/spdx-spec,2022,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/757,closed,2022-07-21T15:38:03Z,2022-07-23T18:48:21Z,[],184218,spdx/spdx-spec,2022,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/756,closed,2022-07-21T14:44:52Z,2022-10-28T19:29:17Z,[],8570665,spdx/spdx-spec,2022,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/750,closed,2022-07-20T14:31:07Z,2022-07-27T19:48:43Z,[],623856,spdx/spdx-spec,2022,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/745,closed,2022-07-17T17:26:54Z,2022-07-19T16:05:58Z,[],167944,spdx/spdx-spec,2022,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/744,open,2022-07-12T16:35:49Z,,['doc improvement'],-1,spdx/spdx-spec,2022,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/740,open,2022-07-09T21:19:43Z,,['profile: licensing'],-1,spdx/spdx-spec,2022,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/739,open,2022-07-08T20:53:13Z,,[],-1,spdx/spdx-spec,2022,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/738,closed,2022-07-06T20:34:34Z,2022-07-26T15:50:19Z,[],1710945,spdx/spdx-spec,2022,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/737,open,2022-07-06T13:23:39Z,,[],-1,spdx/spdx-spec,2022,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/730,closed,2022-06-24T23:56:35Z,2022-06-28T16:33:54Z,[],319039,spdx/spdx-spec,2022,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/729,closed,2022-06-24T23:44:32Z,2022-06-25T03:25:59Z,[],13287,spdx/spdx-spec,2022,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/728,open,2022-06-24T19:46:00Z,,[],-1,spdx/spdx-spec,2022,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/727,open,2022-06-24T19:31:23Z,,[],-1,spdx/spdx-spec,2022,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/726,closed,2022-06-21T10:04:41Z,2022-07-04T08:44:35Z,[],1118394,spdx/spdx-spec,2022,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/725,open,2022-06-20T13:15:30Z,,[],-1,spdx/spdx-spec,2022,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/723,closed,2022-06-17T07:49:11Z,2022-08-11T15:14:12Z,[],4778701,spdx/spdx-spec,2022,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/720,closed,2022-06-15T15:51:57Z,2022-06-22T18:20:35Z,[],613718,spdx/spdx-spec,2022,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/714,open,2022-06-13T20:51:03Z,,[],-1,spdx/spdx-spec,2022,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/712,open,2022-06-13T17:26:13Z,,[],-1,spdx/spdx-spec,2022,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/705,closed,2022-06-03T02:07:14Z,2022-08-10T01:27:28Z,[],5872814,spdx/spdx-spec,2022,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/704,closed,2022-06-01T23:33:20Z,2022-06-02T00:35:04Z,[],3704,spdx/spdx-spec,2022,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/691,closed,2022-05-24T18:49:02Z,2022-07-26T15:51:14Z,[],5432532,spdx/spdx-spec,2022,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/690,open,2022-05-20T13:26:40Z,,['doc improvement'],-1,spdx/spdx-spec,2022,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/689,open,2022-05-20T12:09:40Z,,['profile: licensing'],-1,spdx/spdx-spec,2022,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/683,closed,2022-05-17T14:06:19Z,2022-05-25T00:22:04Z,[],641745,spdx/spdx-spec,2022,2024-04-04
https://api.github.com/repos/spdx/spdx-spec/issues/680,closed,2022-05-16T21:50:24Z,2022-06-03T02:03:41Z,[],1483997,spdx/spdx-spec,2022,2024-04-04
